timestamp,left_motor_1_target,left_motor_1_actual,left_motor_2_target,left_motor_2_actual
6.818,-1.1790860891342163,-3.049999952316284,-1.1790860891342163,-3.049999952316284
6.818,-1.178004503250122,-3.044999837875366,-1.178004503250122,-3.044999837875366
6.819,-1.174759864807129,-2.990000009536743,-1.174759864807129,-2.950000047683716
6.819,-1.1693521738052368,-2.825000047683716,-1.1693521738052368,-2.805000066757202
6.82,-1.1617811918258667,-2.6700000762939453,-1.1617811918258667,-2.674999952316284
6.82,-1.1520472764968872,-2.440000057220459,-1.1520472764968872,-2.3899998664855957
6.821,-1.1401501893997192,-2.2249999046325684,-1.1401501893997192,-2.065000057220459
6.821,-1.1260900497436523,-1.850000023841858,-1.1260900497436523,-1.7350000143051147
6.822,-1.109866738319397,-1.600000023841858,-1.109866738319397,-1.4550000429153442
6.822,-1.0914803743362427,-1.2200000286102295,-1.0914803743362427,-1.1950000524520874
6.823,-1.0709308385849,-1.005000114440918,-1.0709308385849,-0.9600000381469727
6.823,-1.0482182502746582,-0.7650001049041748,-1.0482182502746582,-0.8499999046325684
6.824,-1.023342490196228,-0.7349998950958252,-1.023342490196228,-0.7850000858306885
6.824,-0.9963037371635437,-0.6050000190734863,-0.9963037371635437,-0.6800000667572021
6.825,-0.9671018123626709,-0.5750000476837158,-0.9671018123626709,-0.6200001239776611
6.825,-0.9357367753982544,-0.5699999332427979,-0.9357367753982544,-0.565000057220459
6.826,-0.9022086262702942,-0.5799999237060547,-0.9022086262702942,-0.5899999141693115
6.826,-0.8665174245834351,-0.6949999332427979,-0.8665174245834351,-0.690000057220459
6.827,-0.8286630511283875,-0.809999942779541,-0.8286630511283875,-0.7799999713897705
6.827,-0.7886456251144409,-0.880000114440918,-0.7886456251144409,-0.8399999141693115
6.828,-0.7464650869369507,-0.8949999809265137,-0.7464650869369507,-0.875
6.829,-0.7021214365959167,-0.8900001049041748,-0.7021214365959167,-0.8650000095367432
6.829,-0.6556146740913391,-0.8550000190734863,-0.6556146740913391,-0.8450000286102295
6.83,-0.606944739818573,-0.809999942779541,-0.606944739818573,-0.8250000476837158
6.83,-0.5561118125915527,-0.7699999809265137,-0.5561118125915527,-0.7699999809265137
6.831,-0.503115713596344,-0.7149999141693115,-0.503115713596344,-0.7249999046325684
6.831,-0.44795656204223633,-0.6400001049041748,-0.44795656204223633,-0.6500000953674316
6.832,-0.3906342685222626,-0.565000057220459,-0.3906342685222626,-0.559999942779541
6.832,-0.3311488926410675,-0.49000000953674316,-0.3311488926410675,-0.4700000286102295
6.833,-0.26950037479400635,-0.4049999713897705,-0.26950037479400635,-0.3299999237060547
6.833,-0.20568878948688507,-0.2650001049041748,-0.20568878948688507,-0.24000000953674316
6.834,-0.1397140473127365,-0.18499994277954102,-0.1397140473127365,-0.18499994277954102
6.834,-0.07157626003026962,-0.1100001335144043,-0.07157626003026962,-0.125
6.835,-0.0012753811897709966,0.0,-0.0012753811897709966,-0.04999995231628418
6.835,0.07118865847587585,0.04500007629394531,0.07118865847587585,0.02500009536743164
6.836,0.1458158642053604,0.08500003814697266,0.1458158642053604,0.06999993324279785
6.836,0.22260597348213196,0.125,0.22260597348213196,0.11999988555908203
6.837,0.30155935883522034,0.16000008583068848,0.30155935883522034,0.18499994277954102
6.837,0.38267579674720764,0.21499991416931152,0.38267579674720764,0.309999942779541
6.838,0.46595537662506104,0.3450000286102295,0.46595537662506104,0.38499999046325684
6.839,0.5513980388641357,0.4500000476837158,0.5513980388641357,0.4500000476837158
6.839,0.6390038132667542,0.5550000667572021,0.6390038132667542,0.5149998664855957
6.84,0.7287726402282715,0.6649999618530273,0.7287726402282715,0.5850000381469727
6.84,0.8207045793533325,0.7049999237060547,0.8207045793533325,0.6749999523162842
6.841,0.9147996306419373,0.7549998760223389,0.9147996306419373,0.744999885559082
